identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,653600.0,,,,,,94140.0,,94,2,,,,,,,,,,,,,,,,1.0,,,87.0,4.0,,,151.0
,,,,671800.0,,,,,,94140.0,,94,2,,,,,,,,,,,,,,,,1.0,,,100.0,5.0,,,187.0
,,,,422500.0,,,,,,94520.0,,94,56,,,,,,,,,,,,,,,,1.0,,,110.0,6.0,,,540.0
,,,,475000.0,,,,,,94140.0,,94,2,,,,,,,,,,,,,,,,1.0,,,84.0,2.0,,,181.0
,,,,475000.0,,,,,,94140.0,,94,2,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,181.0
,,,,820000.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,1.0,,,75.0,3.0,,,356.0
,,,,640000.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,330.0
,,,,640000.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,1.0,,,86.0,5.0,,,330.0
,,,,355000.0,,,,,,94440.0,,94,75,,,,,,,,,,,,,,,,1.0,,,46.0,2.0,,,738.0
,,,,355000.0,,,,,,94440.0,,94,75,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,56.0
,,,,355000.0,,,,,,94440.0,,94,75,,,,,,,,,,,,,,,,1.0,,,46.0,2.0,,,56.0
,,,,355000.0,,,,,,94440.0,,94,75,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,738.0
,,,,403000.0,,,,,,94120.0,,94,33,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,150.0
