property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
653600,30,RUE,VOLTA,94140,ALFORTVILLE,94,Maison,87,4,151,2023
671800,27,RUE,RAYMOND JACLARD,94140,ALFORTVILLE,94,Maison,100,5,187,2023
422500,23,RUE,DE L'OSIER,94520,PERIGNY,94,Maison,110,6,540,2023
475000,1,RUE,RASPAIL,94140,ALFORTVILLE,94,Maison,84,2,181,2023
475000,1,RUE,RASPAIL,94140,ALFORTVILLE,94,Dépendance,0,0,181,2023
820000,7,AV,DE L ARC,94100,SAINT-MAUR-DES-FOSSES,94,Maison,75,3,356,2023
640000,8,VLA,LUCIA,94100,SAINT-MAUR-DES-FOSSES,94,Dépendance,0,0,330,2023
640000,8,VLA,LUCIA,94100,SAINT-MAUR-DES-FOSSES,94,Maison,86,5,330,2023
355000,11,RUE,DE L ETOILE,94440,VILLECRESNES,94,Maison,46,2,738,2023
355000,11,RUE,DE L ETOILE,94440,VILLECRESNES,94,Dépendance,0,0,56,2023
355000,11,RUE,DE L ETOILE,94440,VILLECRESNES,94,Maison,46,2,56,2023
355000,11,RUE,DE L ETOILE,94440,VILLECRESNES,94,Dépendance,0,0,738,2023
403000,158,AV,MAL DE LATTRE DE TASSIGNY,94120,FONTENAY-SOUS-BOIS,94,Dépendance,0,0,150,2023
403000,158,AV,MAL DE LATTRE DE TASSIGNY,94120,FONTENAY-SOUS-BOIS,94,Appartement,9,1,150,2023
403000,158,AV,MAL DE LATTRE DE TASSIGNY,94120,FONTENAY-SOUS-BOIS,94,Appartement,12,1,150,2023
609200,33,RUE,DU PORT,94000,CRETEIL,94,Maison,57,3,245,2023
465000,40,RUE,SAINT EXUPERY,94550,CHEVILLY-LARUE,94,Maison,90,5,319,2023
100000,3,RUE,EDOUARD VAILLANT,94400,VITRY-SUR-SEINE,94,Appartement,14,1,33,2023
760000,15,AV,VILLENEUVE ST GEORGES,94600,CHOISY-LE-ROI,94,Maison,135,6,963,2023
760000,15,AV,VILLENEUVE ST GEORGES,94600,CHOISY-LE-ROI,94,Local industriel. commercial ou assimilé,379,0,963,2023
760000,15,AV,VILLENEUVE ST GEORGES,94600,CHOISY-LE-ROI,94,Dépendance,0,0,963,2023
673000,32,RUE,ANTOINE DE SAINT EXUPERY,94320,THIAIS,94,Maison,141,6,497,2023
1310000,76,RUE,GABRIEL PERI,94120,FONTENAY-SOUS-BOIS,94,Maison,150,5,131,2023
755000,18,RUE,DE LA HAUTE BORNE,94880,NOISEAU,94,Dépendance,0,0,400,2023
755000,18,RUE,DE LA HAUTE BORNE,94880,NOISEAU,94,Maison,180,4,568,2023
755000,18,RUE,DE LA HAUTE BORNE,94880,NOISEAU,94,Dépendance,0,0,568,2023
